patriot_sku,name,price_day,competitor,competitor_price,diff_abs,diff_pct,alert_flag
SKU0074,Genie 4390 Rough ...,225.0,Fabick Rents,,,,False
SKU0075,Genie s-65 Boom L...,325.0,Sunbelt Rentals,,,,False
SKU0075,Genie s-65 Boom L...,325.0,United Rentals,,,,False
SKU0075,Genie s-65 Boom L...,325.0,Farmington Rental,,,,False
SKU0075,Genie s-65 Boom L...,325.0,Mike's Rentals,,,,False
SKU0075,Genie s-65 Boom L...,325.0,Fabick Rents,,,,False
SKU0076,Genie S40 4X4 Boo...,290.0,Sunbelt Rentals,,,,False
SKU0076,Genie S40 4X4 Boo...,290.0,United Rentals,,,,False
SKU0076,Genie S40 4X4 Boo...,290.0,Farmington Rental,,,,False
SKU0076,Genie S40 4X4 Boo...,290.0,Mike's Rentals,,,,False
SKU0076,Genie S40 4X4 Boo...,290.0,Fabick Rents,,,,False
SKU0077,Genie S40 Boom Lift,290.0,Sunbelt Rentals,,,,False
SKU0077,Genie S40 Boom Lift,290.0,United Rentals,,,,False
SKU0077,Genie S40 Boom Lift,290.0,Farmington Rental,,,,False
SKU0077,Genie S40 Boom Lift,290.0,Mike's Rentals,,,,False
SKU0077,Genie S40 Boom Lift,290.0,Fabick Rents,,,,False
SKU0078,Genie TZ50 Towabl...,275.0,Sunbelt Rentals,,,,False
SKU0078,Genie TZ50 Towabl...,275.0,United Rentals,,,,False
SKU0078,Genie TZ50 Towabl...,275.0,Farmington Rental,,,,False
SKU0078,Genie TZ50 Towabl...,275.0,Mike's Rentals,,,,False
SKU0078,Genie TZ50 Towabl...,275.0,Fabick Rents,,,,False
SKU0079,Ground Hog 2 Man ...,80.0,Sunbelt Rentals,,,,False
SKU0079,Ground Hog 2 Man ...,80.0,United Rentals,,,,False
SKU0079,Ground Hog 2 Man ...,80.0,Farmington Rental,,,,False
SKU0079,Ground Hog 2 Man ...,80.0,Mike's Rentals,,,,False
SKU0079,Ground Hog 2 Man ...,80.0,Fabick Rents,,,,False
SKU0080,Harley Rake Skid ...,185.0,Sunbelt Rentals,,,,False
SKU0080,Harley Rake Skid ...,185.0,United Rentals,,,,False
SKU0080,Harley Rake Skid ...,185.0,Farmington Rental,,,,False
SKU0080,Harley Rake Skid ...,185.0,Mike's Rentals,,,,False
SKU0080,Harley Rake Skid ...,185.0,Fabick Rents,,,,False
SKU0081,Hay Spear Attachment,60.0,Sunbelt Rentals,,,,False
SKU0081,Hay Spear Attachment,60.0,United Rentals,,,,False
SKU0081,Hay Spear Attachment,60.0,Farmington Rental,,,,False
SKU0081,Hay Spear Attachment,60.0,Mike's Rentals,,,,False
SKU0081,Hay Spear Attachment,60.0,Fabick Rents,,,,False
SKU0082,Heavy Duty Applia...,20.0,Sunbelt Rentals,,,,False
SKU0082,Heavy Duty Applia...,20.0,United Rentals,,,,False
SKU0082,Heavy Duty Applia...,20.0,Farmington Rental,,,,False
SKU0082,Heavy Duty Applia...,20.0,Mike's Rentals,,,,False
SKU0082,Heavy Duty Applia...,20.0,Fabick Rents,,,,False
SKU0083,Heavy Duty Dolly,20.0,Sunbelt Rentals,,,,False
SKU0083,Heavy Duty Dolly,20.0,United Rentals,,,,False
SKU0083,Heavy Duty Dolly,20.0,Farmington Rental,,,,False
SKU0083,Heavy Duty Dolly,20.0,Mike's Rentals,,,,False
SKU0083,Heavy Duty Dolly,20.0,Fabick Rents,,,,False
SKU0084,Hilti Jack Hammer,85.0,Sunbelt Rentals,,,,False
SKU0084,Hilti Jack Hammer,85.0,United Rentals,,,,False
SKU0084,Hilti Jack Hammer,85.0,Farmington Rental,,,,False
SKU0084,Hilti Jack Hammer,85.0,Mike's Rentals,,,,False
SKU0084,Hilti Jack Hammer,85.0,Fabick Rents,,,,False
SKU0085,Honda Trash Pump,55.0,Sunbelt Rentals,,,,False
SKU0085,Honda Trash Pump,55.0,United Rentals,,,,False
SKU0085,Honda Trash Pump,55.0,Farmington Rental,,,,False
SKU0085,Honda Trash Pump,55.0,Mike's Rentals,,,,False
SKU0085,Honda Trash Pump,55.0,Fabick Rents,,,,False
SKU0086,Hotsy Pressure Wa...,245.0,Sunbelt Rentals,,,,False
SKU0086,Hotsy Pressure Wa...,245.0,United Rentals,,,,False
SKU0086,Hotsy Pressure Wa...,245.0,Farmington Rental,,,,False
SKU0086,Hotsy Pressure Wa...,245.0,Mike's Rentals,,,,False
SKU0086,Hotsy Pressure Wa...,245.0,Fabick Rents,,,,False
SKU0087,"Husqvarna 2"" Tras...",55.0,Sunbelt Rentals,,,,False
SKU0087,"Husqvarna 2"" Tras...",55.0,United Rentals,,,,False
SKU0087,"Husqvarna 2"" Tras...",55.0,Farmington Rental,,,,False
SKU0087,"Husqvarna 2"" Tras...",55.0,Mike's Rentals,,,,False
SKU0087,"Husqvarna 2"" Tras...",55.0,Fabick Rents,,,,False
SKU0088,"Husqvarna 48"" Pow...",85.0,Sunbelt Rentals,,,,False
SKU0088,"Husqvarna 48"" Pow...",85.0,United Rentals,,,,False
SKU0088,"Husqvarna 48"" Pow...",85.0,Farmington Rental,,,,False
SKU0088,"Husqvarna 48"" Pow...",85.0,Mike's Rentals,,,,False
SKU0088,"Husqvarna 48"" Pow...",85.0,Fabick Rents,,,,False
SKU0089,Husqvarna Concret...,160.0,Sunbelt Rentals,,,,False
SKU0089,Husqvarna Concret...,160.0,United Rentals,,,,False
SKU0089,Husqvarna Concret...,160.0,Farmington Rental,,,,False
SKU0089,Husqvarna Concret...,160.0,Mike's Rentals,,,,False
SKU0089,Husqvarna Concret...,160.0,Fabick Rents,,,,False
SKU0090,Husqvarna Sod Cutter,80.0,Sunbelt Rentals,,,,False
SKU0090,Husqvarna Sod Cutter,80.0,United Rentals,,,,False
SKU0090,Husqvarna Sod Cutter,80.0,Farmington Rental,,,,False
SKU0090,Husqvarna Sod Cutter,80.0,Mike's Rentals,,,,False
SKU0090,Husqvarna Sod Cutter,80.0,Fabick Rents,,,,False
SKU0091,Husqvarna Wacker ...,70.0,Sunbelt Rentals,,,,False
SKU0091,Husqvarna Wacker ...,70.0,United Rentals,,,,False
SKU0091,Husqvarna Wacker ...,70.0,Farmington Rental,,,,False
SKU0091,Husqvarna Wacker ...,70.0,Mike's Rentals,,,,False
SKU0091,Husqvarna Wacker ...,70.0,Fabick Rents,,,,False
SKU0092,Indoor Scaffolding 1,20.0,Sunbelt Rentals,,,,False
SKU0092,Indoor Scaffolding 1,20.0,United Rentals,,,,False
SKU0092,Indoor Scaffolding 1,20.0,Farmington Rental,,,,False
SKU0092,Indoor Scaffolding 1,20.0,Mike's Rentals,,,,False
SKU0092,Indoor Scaffolding 1,20.0,Fabick Rents,,,,False
SKU0093,Indoor Scaffolding 2,20.0,Sunbelt Rentals,,,,False
SKU0093,Indoor Scaffolding 2,20.0,United Rentals,,,,False
SKU0093,Indoor Scaffolding 2,20.0,Farmington Rental,,,,False
SKU0093,Indoor Scaffolding 2,20.0,Mike's Rentals,,,,False
SKU0093,Indoor Scaffolding 2,20.0,Fabick Rents,,,,False
SKU0094,Indoor Scaffolding 3,20.0,Sunbelt Rentals,,,,False
SKU0094,Indoor Scaffolding 3,20.0,United Rentals,,,,False
SKU0094,Indoor Scaffolding 3,20.0,Farmington Rental,,,,False
SKU0094,Indoor Scaffolding 3,20.0,Mike's Rentals,,,,False
SKU0094,Indoor Scaffolding 3,20.0,Fabick Rents,,,,False
SKU0095,Indoor Scaffolding 4,20.0,Sunbelt Rentals,,,,False
SKU0095,Indoor Scaffolding 4,20.0,United Rentals,,,,False
SKU0095,Indoor Scaffolding 4,20.0,Farmington Rental,,,,False
SKU0095,Indoor Scaffolding 4,20.0,Mike's Rentals,,,,False
SKU0095,Indoor Scaffolding 4,20.0,Fabick Rents,,,,False
SKU0096,Indoor Scaffolding 5,20.0,Sunbelt Rentals,,,,False
SKU0096,Indoor Scaffolding 5,20.0,United Rentals,,,,False
SKU0096,Indoor Scaffolding 5,20.0,Farmington Rental,,,,False
SKU0096,Indoor Scaffolding 5,20.0,Mike's Rentals,,,,False
SKU0096,Indoor Scaffolding 5,20.0,Fabick Rents,,,,False
SKU0097,Ingersoll-Rand 18...,160.0,Sunbelt Rentals,,,,False
SKU0097,Ingersoll-Rand 18...,160.0,United Rentals,,,,False
SKU0097,Ingersoll-Rand 18...,160.0,Farmington Rental,,,,False
SKU0097,Ingersoll-Rand 18...,160.0,Mike's Rentals,,,,False
SKU0097,Ingersoll-Rand 18...,160.0,Fabick Rents,,,,False
SKU0098,Iron Bull 14K Equ...,100.0,Sunbelt Rentals,,,,False
SKU0098,Iron Bull 14K Equ...,100.0,United Rentals,,,,False
SKU0098,Iron Bull 14K Equ...,100.0,Farmington Rental,,,,False
SKU0098,Iron Bull 14K Equ...,100.0,Mike's Rentals,,,,False
SKU0098,Iron Bull 14K Equ...,100.0,Fabick Rents,,,,False
SKU0099,Ironcraft 3/4 Yar...,195.0,Sunbelt Rentals,,,,False
SKU0099,Ironcraft 3/4 Yar...,195.0,United Rentals,,,,False
SKU0099,Ironcraft 3/4 Yar...,195.0,Farmington Rental,,,,False
SKU0099,Ironcraft 3/4 Yar...,195.0,Mike's Rentals,,,,False
SKU0099,Ironcraft 3/4 Yar...,195.0,Fabick Rents,,,,False
SKU0100,JLG 300AJP Articu...,255.0,Sunbelt Rentals,,,,False
SKU0100,JLG 300AJP Articu...,255.0,United Rentals,,,,False
SKU0100,JLG 300AJP Articu...,255.0,Farmington Rental,,,,False
SKU0100,JLG 300AJP Articu...,255.0,Mike's Rentals,,,,False
SKU0100,JLG 300AJP Articu...,255.0,Fabick Rents,,,,False
SKU0101,JLG 600AJ Articul...,365.0,Sunbelt Rentals,,,,False
SKU0101,JLG 600AJ Articul...,365.0,United Rentals,,,,False
SKU0101,JLG 600AJ Articul...,365.0,Farmington Rental,,,,False
SKU0101,JLG 600AJ Articul...,365.0,Mike's Rentals,,,,False
SKU0101,JLG 600AJ Articul...,365.0,Fabick Rents,,,,False
SKU0102,JLG 610 Scissor L...,100.0,Sunbelt Rentals,,,,False
SKU0102,JLG 610 Scissor L...,100.0,United Rentals,,,,False
SKU0102,JLG 610 Scissor L...,100.0,Farmington Rental,,,,False
SKU0102,JLG 610 Scissor L...,100.0,Mike's Rentals,,,,False
SKU0102,JLG 610 Scissor L...,100.0,Fabick Rents,,,,False
SKU0103,JLG 712 Scissor L...,95.0,Sunbelt Rentals,,,,False
SKU0103,JLG 712 Scissor L...,95.0,United Rentals,,,,False
SKU0103,JLG 712 Scissor L...,95.0,Farmington Rental,,,,False
SKU0103,JLG 712 Scissor L...,95.0,Mike's Rentals,,,,False
SKU0103,JLG 712 Scissor L...,95.0,Fabick Rents,,,,False
SKU0104,JLG 9-43 TELEHAND...,595.0,Sunbelt Rentals,,,,False
SKU0104,JLG 9-43 TELEHAND...,595.0,United Rentals,,,,False
SKU0104,JLG 9-43 TELEHAND...,595.0,Farmington Rental,,,,False
SKU0104,JLG 9-43 TELEHAND...,595.0,Mike's Rentals,,,,False
SKU0104,JLG 9-43 TELEHAND...,595.0,Fabick Rents,,,,False
SKU0105,JLG T350 35' Towa...,240.0,Sunbelt Rentals,,,,False
SKU0105,JLG T350 35' Towa...,240.0,United Rentals,,,,False
SKU0105,JLG T350 35' Towa...,240.0,Farmington Rental,,,,False
SKU0105,JLG T350 35' Towa...,240.0,Mike's Rentals,,,,False
SKU0105,JLG T350 35' Towa...,240.0,Fabick Rents,,,,False
SKU0106,JLG Telehandler W...,115.0,Sunbelt Rentals,,,,False
SKU0106,JLG Telehandler W...,115.0,United Rentals,,,,False
SKU0106,JLG Telehandler W...,115.0,Farmington Rental,,,,False
SKU0106,JLG Telehandler W...,115.0,Mike's Rentals,,,,False
SKU0106,JLG Telehandler W...,115.0,Fabick Rents,,,,False
SKU0107,John Deere 17G Mi...,255.0,Sunbelt Rentals,,,,False
SKU0107,John Deere 17G Mi...,255.0,United Rentals,,,,False
SKU0107,John Deere 17G Mi...,255.0,Farmington Rental,,,,False
SKU0107,John Deere 17G Mi...,255.0,Mike's Rentals,,,,False
SKU0107,John Deere 17G Mi...,255.0,Fabick Rents,,,,False
SKU0108,John Deere 4066R ...,395.0,Sunbelt Rentals,,,,False
SKU0108,John Deere 4066R ...,395.0,United Rentals,,,,False
SKU0108,John Deere 4066R ...,395.0,Farmington Rental,,,,False
SKU0108,John Deere 4066R ...,395.0,Mike's Rentals,,,,False
SKU0108,John Deere 4066R ...,395.0,Fabick Rents,,,,False
SKU0109,John Deere CA25 S...,185.0,Sunbelt Rentals,,,,False
SKU0109,John Deere CA25 S...,185.0,United Rentals,,,,False
SKU0109,John Deere CA25 S...,185.0,Farmington Rental,,,,False
SKU0109,John Deere CA25 S...,185.0,Mike's Rentals,,,,False
SKU0109,John Deere CA25 S...,185.0,Fabick Rents,,,,False
SKU0110,John Deere D105 M...,125.0,Sunbelt Rentals,,,,False
SKU0110,John Deere D105 M...,125.0,United Rentals,,,,False
SKU0110,John Deere D105 M...,125.0,Farmington Rental,,,,False
SKU0110,John Deere D105 M...,125.0,Mike's Rentals,,,,False
SKU0110,John Deere D105 M...,125.0,Fabick Rents,,,,False
SKU0111,Kubota KX008-3 Mi...,235.0,Sunbelt Rentals,,,,False
SKU0111,Kubota KX008-3 Mi...,235.0,United Rentals,,,,False
SKU0111,Kubota KX008-3 Mi...,235.0,Farmington Rental,,,,False
SKU0111,Kubota KX008-3 Mi...,235.0,Mike's Rentals,,,,False
SKU0111,Kubota KX008-3 Mi...,235.0,Fabick Rents,,,,False
SKU0112,Kubota KX040 Mini...,315.0,Sunbelt Rentals,,,,False
SKU0112,Kubota KX040 Mini...,315.0,United Rentals,,,,False
SKU0112,Kubota KX040 Mini...,315.0,Farmington Rental,,,,False
SKU0112,Kubota KX040 Mini...,315.0,Mike's Rentals,,,,False
SKU0112,Kubota KX040 Mini...,315.0,Fabick Rents,,,,False
SKU0113,Kubota Mini Excav...,295.0,Sunbelt Rentals,,,,False
SKU0113,Kubota Mini Excav...,295.0,United Rentals,,,,False
SKU0113,Kubota Mini Excav...,295.0,Farmington Rental,,,,False
SKU0113,Kubota Mini Excav...,295.0,Mike's Rentals,,,,False
SKU0113,Kubota Mini Excav...,295.0,Fabick Rents,,,,False
SKU0114,Kubota SCL1000 St...,265.0,Sunbelt Rentals,,,,False
SKU0114,Kubota SCL1000 St...,265.0,United Rentals,,,,False
SKU0114,Kubota SCL1000 St...,265.0,Farmington Rental,,,,False
SKU0114,Kubota SCL1000 St...,265.0,Mike's Rentals,,,,False
SKU0114,Kubota SCL1000 St...,265.0,Fabick Rents,,,,False
SKU0115,Kubota Skid Steer...,185.0,Sunbelt Rentals,,,,False
SKU0115,Kubota Skid Steer...,185.0,United Rentals,,,,False
SKU0115,Kubota Skid Steer...,185.0,Farmington Rental,,,,False
SKU0115,Kubota Skid Steer...,185.0,Mike's Rentals,,,,False
SKU0115,Kubota Skid Steer...,185.0,Fabick Rents,,,,False
SKU0116,Kubota Skid Steer...,185.0,Sunbelt Rentals,,,,False
SKU0116,Kubota Skid Steer...,185.0,United Rentals,,,,False
SKU0116,Kubota Skid Steer...,185.0,Farmington Rental,,,,False
SKU0116,Kubota Skid Steer...,185.0,Mike's Rentals,,,,False
SKU0116,Kubota Skid Steer...,185.0,Fabick Rents,,,,False
SKU0117,Kubota SVL 65-2 S...,340.0,Sunbelt Rentals,,,,False
SKU0117,Kubota SVL 65-2 S...,340.0,United Rentals,,,,False
SKU0117,Kubota SVL 65-2 S...,340.0,Farmington Rental,,,,False
SKU0117,Kubota SVL 65-2 S...,340.0,Mike's Rentals,,,,False
SKU0117,Kubota SVL 65-2 S...,340.0,Fabick Rents,,,,False
SKU0118,Kubota SVL 75-2 S...,370.0,Sunbelt Rentals,,,,False
SKU0118,Kubota SVL 75-2 S...,370.0,United Rentals,,,,False
SKU0118,Kubota SVL 75-2 S...,370.0,Farmington Rental,,,,False
SKU0118,Kubota SVL 75-2 S...,370.0,Mike's Rentals,,,,False
SKU0118,Kubota SVL 75-2 S...,370.0,Fabick Rents,,,,False
SKU0119,Kubota SVL 95-2S ...,385.0,Sunbelt Rentals,,,,False
SKU0119,Kubota SVL 95-2S ...,385.0,United Rentals,,,,False
SKU0119,Kubota SVL 95-2S ...,385.0,Farmington Rental,,,,False
SKU0119,Kubota SVL 95-2S ...,385.0,Mike's Rentals,,,,False
SKU0119,Kubota SVL 95-2S ...,385.0,Fabick Rents,,,,False
SKU0120,Kubota SVL 97-2 S...,415.0,Sunbelt Rentals,,,,False
SKU0120,Kubota SVL 97-2 S...,415.0,United Rentals,,,,False
SKU0120,Kubota SVL 97-2 S...,415.0,Farmington Rental,,,,False
SKU0120,Kubota SVL 97-2 S...,415.0,Mike's Rentals,,,,False
SKU0120,Kubota SVL 97-2 S...,415.0,Fabick Rents,,,,False
SKU0121,Kubota U55-5 Exca...,415.0,Sunbelt Rentals,,,,False
SKU0121,Kubota U55-5 Exca...,415.0,United Rentals,,,,False
SKU0121,Kubota U55-5 Exca...,415.0,Farmington Rental,,,,False
SKU0121,Kubota U55-5 Exca...,415.0,Mike's Rentals,,,,False
SKU0121,Kubota U55-5 Exca...,415.0,Fabick Rents,,,,False
SKU0122,Ladder Stabilizer...,15.0,Sunbelt Rentals,,,,False
SKU0122,Ladder Stabilizer...,15.0,United Rentals,,,,False
SKU0122,Ladder Stabilizer...,15.0,Farmington Rental,,,,False
SKU0122,Ladder Stabilizer...,15.0,Mike's Rentals,,,,False
SKU0122,Ladder Stabilizer...,15.0,Fabick Rents,,,,False
SKU0123,Land Pride 3 PT 6...,175.0,Sunbelt Rentals,,,,False
SKU0123,Land Pride 3 PT 6...,175.0,United Rentals,,,,False
SKU0123,Land Pride 3 PT 6...,175.0,Farmington Rental,,,,False
SKU0123,Land Pride 3 PT 6...,175.0,Mike's Rentals,,,,False
SKU0123,Land Pride 3 PT 6...,175.0,Fabick Rents,,,,False
SKU0124,Item # 234,55.0,Sunbelt Rentals,,,,False
SKU0124,Item # 234,55.0,United Rentals,,,,False
SKU0124,Item # 234,55.0,Farmington Rental,,,,False
SKU0124,Item # 234,55.0,Mike's Rentals,,,,False
SKU0124,Item # 234,55.0,Fabick Rents,,,,False
SKU0125,Load N Lift Sciss...,95.0,Sunbelt Rentals,,,,False
SKU0125,Load N Lift Sciss...,95.0,United Rentals,,,,False
SKU0125,Load N Lift Sciss...,95.0,Farmington Rental,,,,False
SKU0125,Load N Lift Sciss...,95.0,Mike's Rentals,,,,False
SKU0125,Load N Lift Sciss...,95.0,Fabick Rents,,,,False
SKU0126,Load Trailer 30' ...,195.0,Sunbelt Rentals,,,,False
SKU0126,Load Trailer 30' ...,195.0,United Rentals,,,,False
SKU0126,Load Trailer 30' ...,195.0,Farmington Rental,,,,False
SKU0126,Load Trailer 30' ...,195.0,Mike's Rentals,,,,False
SKU0126,Load Trailer 30' ...,195.0,Fabick Rents,,,,False
SKU0127,Magnum X7 Paint S...,85.0,Sunbelt Rentals,,,,False
SKU0127,Magnum X7 Paint S...,85.0,United Rentals,,,,False
SKU0127,Magnum X7 Paint S...,85.0,Farmington Rental,,,,False
SKU0127,Magnum X7 Paint S...,85.0,Mike's Rentals,,,,False
SKU0127,Magnum X7 Paint S...,85.0,Fabick Rents,,,,False
SKU0128,Makinex Jackhamme...,20.0,Sunbelt Rentals,,,,False
SKU0128,Makinex Jackhamme...,20.0,United Rentals,,,,False
SKU0128,Makinex Jackhamme...,20.0,Farmington Rental,,,,False
SKU0128,Makinex Jackhamme...,20.0,Mike's Rentals,,,,False
SKU0128,Makinex Jackhamme...,20.0,Fabick Rents,,,,False
SKU0129,Makita Concrete D...,75.0,Sunbelt Rentals,,,,False
SKU0129,Makita Concrete D...,75.0,United Rentals,,,,False
SKU0129,Makita Concrete D...,75.0,Farmington Rental,,,,False
SKU0129,Makita Concrete D...,75.0,Mike's Rentals,,,,False
SKU0129,Makita Concrete D...,75.0,Fabick Rents,,,,False
SKU0130,Masterforce Foldi...,10.0,Sunbelt Rentals,,,,False
SKU0130,Masterforce Foldi...,10.0,United Rentals,,,,False
SKU0130,Masterforce Foldi...,10.0,Farmington Rental,,,,False
SKU0130,Masterforce Foldi...,10.0,Mike's Rentals,,,,False
SKU0130,Masterforce Foldi...,10.0,Fabick Rents,,,,False
SKU0131,Masterforce Hamme...,50.0,Sunbelt Rentals,,,,False
SKU0131,Masterforce Hamme...,50.0,United Rentals,,,,False
SKU0131,Masterforce Hamme...,50.0,Farmington Rental,,,,False
SKU0131,Masterforce Hamme...,50.0,Mike's Rentals,,,,False
SKU0131,Masterforce Hamme...,50.0,Fabick Rents,,,,False
SKU0132,Material Hoist,125.0,Sunbelt Rentals,,,,False
SKU0132,Material Hoist,125.0,United Rentals,,,,False
SKU0132,Material Hoist,125.0,Farmington Rental,,,,False
SKU0132,Material Hoist,125.0,Mike's Rentals,,,,False
SKU0132,Material Hoist,125.0,Fabick Rents,,,,False
SKU0133,Metal Break,50.0,Sunbelt Rentals,,,,False
SKU0133,Metal Break,50.0,United Rentals,,,,False
SKU0133,Metal Break,50.0,Farmington Rental,,,,False
SKU0133,Metal Break,50.0,Mike's Rentals,,,,False
SKU0133,Metal Break,50.0,Fabick Rents,,,,False
SKU0134,Milwaukee Core Drill,55.0,Sunbelt Rentals,,,,False
SKU0134,Milwaukee Core Drill,55.0,United Rentals,,,,False
SKU0134,Milwaukee Core Drill,55.0,Farmington Rental,,,,False
SKU0134,Milwaukee Core Drill,55.0,Mike's Rentals,,,,False
SKU0134,Milwaukee Core Drill,55.0,Fabick Rents,,,,False
SKU0135,Milwaukee Right A...,30.0,Sunbelt Rentals,,,,False
SKU0135,Milwaukee Right A...,30.0,United Rentals,,,,False
SKU0135,Milwaukee Right A...,30.0,Farmington Rental,,,,False
SKU0135,Milwaukee Right A...,30.0,Mike's Rentals,,,,False
SKU0135,Milwaukee Right A...,30.0,Fabick Rents,,,,False
SKU0136,Mini Skid Steer A...,100.0,Sunbelt Rentals,,,,False
SKU0136,Mini Skid Steer A...,100.0,United Rentals,,,,False
SKU0136,Mini Skid Steer A...,100.0,Farmington Rental,,,,False
SKU0136,Mini Skid Steer A...,100.0,Mike's Rentals,,,,False
SKU0136,Mini Skid Steer A...,100.0,Fabick Rents,,,,False
SKU0137,Mini Skid Steer S...,125.0,Sunbelt Rentals,,,,False
SKU0137,Mini Skid Steer S...,125.0,United Rentals,,,,False
SKU0137,Mini Skid Steer S...,125.0,Farmington Rental,,,,False
SKU0137,Mini Skid Steer S...,125.0,Mike's Rentals,,,,False
SKU0137,Mini Skid Steer S...,125.0,Fabick Rents,,,,False
SKU0138,Mini Skid Stter 4...,40.0,Sunbelt Rentals,,,,False
SKU0138,Mini Skid Stter 4...,40.0,United Rentals,,,,False
SKU0138,Mini Skid Stter 4...,40.0,Farmington Rental,,,,False
SKU0138,Mini Skid Stter 4...,40.0,Mike's Rentals,,,,False
SKU0138,Mini Skid Stter 4...,40.0,Fabick Rents,,,,False
SKU0139,Mini Skid to Bobc...,60.0,Sunbelt Rentals,,,,False
SKU0139,Mini Skid to Bobc...,60.0,United Rentals,,,,False
SKU0139,Mini Skid to Bobc...,60.0,Farmington Rental,,,,False
SKU0139,Mini Skid to Bobc...,60.0,Mike's Rentals,,,,False
SKU0139,Mini Skid to Bobc...,60.0,Fabick Rents,,,,False
SKU0140,"Multiquip 36"" Pow...",75.0,Sunbelt Rentals,,,,False
SKU0140,"Multiquip 36"" Pow...",75.0,United Rentals,,,,False
SKU0140,"Multiquip 36"" Pow...",75.0,Farmington Rental,,,,False
SKU0140,"Multiquip 36"" Pow...",75.0,Mike's Rentals,,,,False
SKU0140,"Multiquip 36"" Pow...",75.0,Fabick Rents,,,,False
SKU0141,"Multiquip 36"" Pow...",75.0,Sunbelt Rentals,,,,False
SKU0141,"Multiquip 36"" Pow...",75.0,United Rentals,,,,False
SKU0141,"Multiquip 36"" Pow...",75.0,Farmington Rental,,,,False
SKU0141,"Multiquip 36"" Pow...",75.0,Mike's Rentals,,,,False
SKU0141,"Multiquip 36"" Pow...",75.0,Fabick Rents,,,,False
SKU0142,Multiquip Concret...,105.0,Sunbelt Rentals,,,,False
SKU0142,Multiquip Concret...,105.0,United Rentals,,,,False
SKU0142,Multiquip Concret...,105.0,Farmington Rental,,,,False
SKU0142,Multiquip Concret...,105.0,Mike's Rentals,,,,False
SKU0142,Multiquip Concret...,105.0,Fabick Rents,,,,False
SKU0143,"NAACOO 13"" Vinyl ...",25.0,Sunbelt Rentals,,,,False
SKU0143,"NAACOO 13"" Vinyl ...",25.0,United Rentals,,,,False
SKU0143,"NAACOO 13"" Vinyl ...",25.0,Farmington Rental,,,,False
SKU0143,"NAACOO 13"" Vinyl ...",25.0,Mike's Rentals,,,,False
SKU0143,"NAACOO 13"" Vinyl ...",25.0,Fabick Rents,,,,False
SKU0144,North Star Plate ...,55.0,Sunbelt Rentals,,,,False
SKU0144,North Star Plate ...,55.0,United Rentals,,,,False
SKU0144,North Star Plate ...,55.0,Farmington Rental,,,,False
SKU0144,North Star Plate ...,55.0,Mike's Rentals,,,,False
SKU0144,North Star Plate ...,55.0,Fabick Rents,,,,False
SKU0145,Paladin (Strike F...,185.0,Sunbelt Rentals,,,,False
SKU0145,Paladin (Strike F...,185.0,United Rentals,,,,False
SKU0145,Paladin (Strike F...,185.0,Farmington Rental,,,,False
SKU0145,Paladin (Strike F...,185.0,Mike's Rentals,,,,False
SKU0145,Paladin (Strike F...,185.0,Fabick Rents,,,,False
SKU0146,Piranha PS-165E D...,370.0,Sunbelt Rentals,,,,False
SKU0146,Piranha PS-165E D...,370.0,United Rentals,,,,False
SKU0146,Piranha PS-165E D...,370.0,Farmington Rental,,,,False
SKU0146,Piranha PS-165E D...,370.0,Mike's Rentals,,,,False
SKU0146,Piranha PS-165E D...,370.0,Fabick Rents,,,,False
SKU0147,Pneumatic Hydraul...,85.0,Sunbelt Rentals,,,,False
SKU0147,Pneumatic Hydraul...,85.0,United Rentals,,,,False
SKU0147,Pneumatic Hydraul...,85.0,Farmington Rental,,,,False
SKU0147,Pneumatic Hydraul...,85.0,Mike's Rentals,,,,False
SKU0147,Pneumatic Hydraul...,85.0,Fabick Rents,,,,False
